,Id,Gracz1,Talia1,Gracz2,Talia2,Wynik
72469,172470.0,A1,deck578264,A2,deck290069,1
72504,172505.0,A1,deck986078,A2,deck762510,1
72522,172523.0,A1,deck565877,A2,deck956742,1
72714,172715.0,A1,deck525010,A2,deck224532,1
72716,172717.0,A1,deck902884,A2,deck155445,1
72751,172752.0,A1,deck418344,A2,deck224532,1
72791,172792.0,A1,deck290069,A2,deck295052,1
72842,172843.0,A1,deck308276,A2,deck155445,0
72859,172860.0,A1,deck929572,A2,deck902884,0
72967,172968.0,A1,deck337123,A2,deck964828,0
72972,172973.0,A1,deck374740,A2,deck986212,1
73064,173065.0,A1,deck952629,A2,deck799024,0
73068,173069.0,A1,deck578264,A2,deck197966,0
73077,173078.0,A1,deck989685,A2,deck332728,1
73102,173103.0,A1,deck308276,A2,deck418344,0
73211,173212.0,A1,deck391141,A2,deck924291,0
73260,173261.0,A1,deck679959,A2,deck956742,1
73270,173271.0,A1,deck295052,A2,deck847742,0
73322,173323.0,A1,deck631867,A2,deck847742,1
73334,173335.0,A1,deck648089,A2,deck648089,0
73374,173375.0,A1,deck667883,A2,deck648089,0
73378,173379.0,A1,deck783787,A2,deck374740,0
73420,173421.0,A1,deck956742,A2,deck716913,1
73468,173469.0,A1,deck126998,A2,deck847742,0
73532,173533.0,A1,deck295052,A2,deck483519,0
73595,173596.0,A1,deck847742,A2,deck667883,0
73614,173615.0,A1,deck605555,A2,deck308276,1
73675,173676.0,A1,deck151327,A2,deck929572,0
73735,173736.0,A1,deck197966,A2,deck809243,1
73771,173772.0,A1,deck578264,A2,deck631867,0
73799,173800.0,A1,deck599712,A2,deck308276,0
73816,173817.0,A1,deck302164,A2,deck151327,1
73882,173883.0,A1,deck361428,A2,deck525010,0
73935,173936.0,A1,deck197966,A2,deck374740,0
74036,174037.0,A1,deck366025,A2,deck525929,1
74040,174041.0,A1,deck757429,A2,deck783787,0
74054,174055.0,A1,deck525929,A2,deck986078,0
74061,174062.0,A1,deck739870,A2,deck648089,1
74086,174087.0,A1,deck483519,A2,deck799024,0
74093,174094.0,A1,deck565877,A2,deck308276,0
74116,174117.0,A1,deck651132,A2,deck605555,0
74154,174155.0,A1,deck302164,A2,deck371776,1
74186,174187.0,A1,deck743088,A2,deck380059,1
74200,174201.0,A1,deck224532,A2,deck126998,0
74294,174295.0,A1,deck822100,A2,deck411629,0
74324,174325.0,A1,deck197966,A2,deck707709,1
74386,174387.0,A1,deck716913,A2,deck197966,0
74407,174408.0,A1,deck295052,A2,deck455144,0
74450,174451.0,A1,deck380059,A2,deck902884,1
74485,174486.0,A1,deck332728,A2,deck605555,0
74499,174500.0,A1,deck648089,A2,deck550173,0
74517,174518.0,A1,deck332728,A2,deck290069,0
74552,174553.0,A1,deck302164,A2,deck371776,1
74615,174616.0,A1,deck631867,A2,deck605555,1
74654,174655.0,A1,deck455144,A2,deck483519,0
74664,174665.0,A1,deck455144,A2,deck565877,1
74709,174710.0,A1,deck964828,A2,deck979479,0
74723,174724.0,A1,deck762510,A2,deck380067,1
74787,174788.0,A1,deck679959,A2,deck525929,0
74796,174797.0,A1,deck126998,A2,deck525010,1
74814,174815.0,A1,deck374740,A2,deck809243,1
74854,174855.0,A1,deck952629,A2,deck434733,0
74857,174858.0,A1,deck374740,A2,deck783787,0
74937,174938.0,A1,deck332728,A2,deck599712,1
74975,174976.0,A1,deck809243,A2,deck599712,1
74998,174999.0,A1,deck615660,A2,deck681935,0
75001,175002.0,A1,deck964828,A2,deck458651,1
75120,175121.0,A1,deck953788,A2,deck458651,1
75174,175175.0,A1,deck565877,A2,deck391141,1
75193,175194.0,A1,deck290069,A2,deck615660,0
75232,175233.0,A1,deck780948,A2,deck780948,0
75268,175269.0,A1,deck924291,A2,deck799024,1
75310,175311.0,A1,deck631867,A2,deck929572,0
75393,175394.0,A1,deck295052,A2,deck979479,0
75405,175406.0,A1,deck780948,A2,deck578264,1
75436,175437.0,A1,deck615660,A2,deck332728,1
75450,175451.0,A1,deck952629,A2,deck302164,0
75458,175459.0,A1,deck651132,A2,deck366025,1
75498,175499.0,A1,deck681935,A2,deck525010,1
75516,175517.0,A1,deck371776,A2,deck578264,1
75526,175527.0,A1,deck302164,A2,deck664916,0
75528,175529.0,A1,deck366025,A2,deck605555,1
75633,175634.0,A1,deck847742,A2,deck391141,1
75648,175649.0,A1,deck550173,A2,deck912030,1
75724,175725.0,A1,deck411629,A2,deck224532,0
75739,175740.0,A1,deck361428,A2,deck605555,1
75841,175842.0,A1,deck667883,A2,deck155445,0
75875,175876.0,A1,deck411629,A2,deck483519,0
75896,175897.0,A1,deck391141,A2,deck380067,1
75900,175901.0,A1,deck664916,A2,deck483519,1
75903,175904.0,A1,deck380067,A2,deck667883,0
75944,175945.0,A1,deck716913,A2,deck651132,1
75981,175982.0,A1,deck605555,A2,deck155445,1
76007,176008.0,A1,deck599712,A2,deck302164,0
76100,176101.0,A1,deck702239,A2,deck986212,1
76101,176102.0,A1,deck155445,A2,deck525010,1
76134,176135.0,A1,deck929572,A2,deck979479,1
76193,176194.0,A1,deck308276,A2,deck308276,0
76200,176201.0,A1,deck956742,A2,deck290069,0
76207,176208.0,A1,deck664916,A2,deck902884,1
76243,176244.0,A1,deck578264,A2,deck702239,0
76302,176303.0,A1,deck681935,A2,deck986078,0
76310,176311.0,A1,deck418344,A2,deck302164,0
76319,176320.0,A1,deck337123,A2,deck956742,1
76331,176332.0,A1,deck366025,A2,deck924291,0
76352,176353.0,A1,deck924291,A2,deck151327,1
76367,176368.0,A1,deck631867,A2,deck822100,0
76372,176373.0,A1,deck902884,A2,deck605555,0
76398,176399.0,A1,deck391141,A2,deck631867,1
76429,176430.0,A1,deck151327,A2,deck664916,1
76460,176461.0,A1,deck979479,A2,deck707709,0
76585,176586.0,A1,deck308276,A2,deck979479,0
76609,176610.0,A1,deck302164,A2,deck834253,0
76700,176701.0,A1,deck651132,A2,deck599712,1
76721,176722.0,A1,deck371776,A2,deck380059,1
76764,176765.0,A1,deck783787,A2,deck929572,1
76765,176766.0,A1,deck989685,A2,deck986078,0
76783,176784.0,A1,deck667883,A2,deck332728,1
76821,176822.0,A1,deck964828,A2,deck902884,1
76840,176841.0,A1,deck126998,A2,deck716913,1
76867,176868.0,A1,deck290069,A2,deck986078,0
76930,176931.0,A1,deck525010,A2,deck736134,1
76982,176983.0,A1,deck952629,A2,deck361428,1
76995,176996.0,A1,deck667883,A2,deck151327,1
77021,177022.0,A1,deck565877,A2,deck956742,0
77028,177029.0,A1,deck155445,A2,deck295052,1
77032,177033.0,A1,deck418344,A2,deck366025,0
77058,177059.0,A1,deck953788,A2,deck902884,0
77072,177073.0,A1,deck739870,A2,deck739870,1
77097,177098.0,A1,deck979479,A2,deck332728,0
77146,177147.0,A1,deck847742,A2,deck458651,1
77188,177189.0,A1,deck736134,A2,deck151327,1
77216,177217.0,A1,deck952629,A2,deck337123,1
77226,177227.0,A1,deck550173,A2,deck483519,1
77228,177229.0,A1,deck411629,A2,deck780948,0
77245,177246.0,A1,deck332728,A2,deck483519,1
77273,177274.0,A1,deck337123,A2,deck834253,1
77297,177298.0,A1,deck681935,A2,deck366025,0
77304,177305.0,A1,deck651132,A2,deck707709,1
77319,177320.0,A1,deck702239,A2,deck332728,0
77373,177374.0,A1,deck929572,A2,deck483519,0
77398,177399.0,A1,deck679959,A2,deck664916,0
77481,177482.0,A1,deck814743,A2,deck599712,1
77482,177483.0,A1,deck814743,A2,deck525929,0
77540,177541.0,A1,deck716913,A2,deck565877,1
77543,177544.0,A1,deck550173,A2,deck912030,1
77598,177599.0,A1,deck411629,A2,deck814743,0
77630,177631.0,A1,deck757429,A2,deck929572,0
77661,177662.0,A1,deck615660,A2,deck525929,0
77671,177672.0,A1,deck224532,A2,deck455144,0
77727,177728.0,A1,deck380067,A2,deck434733,0
77731,177732.0,A1,deck956742,A2,deck224532,0
77737,177738.0,A1,deck366025,A2,deck809243,1
77778,177779.0,A1,deck952629,A2,deck964828,1
77879,177880.0,A1,deck411629,A2,deck986078,1
77885,177886.0,A1,deck707709,A2,deck290069,1
77890,177891.0,A1,deck809243,A2,deck986212,1
77925,177926.0,A1,deck648089,A2,deck371776,1
78001,178002.0,A1,deck371776,A2,deck664916,1
78050,178051.0,A1,deck361428,A2,deck953788,0
78075,178076.0,A1,deck799024,A2,deck302164,0
78102,178103.0,A1,deck525929,A2,deck380059,1
78202,178203.0,A1,deck986078,A2,deck702239,0
78210,178211.0,A1,deck525929,A2,deck780948,0
78228,178229.0,A1,deck989685,A2,deck989685,1
78274,178275.0,A1,deck391141,A2,deck151327,1
78297,178298.0,A1,deck989685,A2,deck956742,1
78381,178382.0,A1,deck736134,A2,deck716913,0
78486,178487.0,A1,deck979479,A2,deck780948,0
78503,178504.0,A1,deck736134,A2,deck155445,0
78544,178545.0,A1,deck902884,A2,deck302164,1
78548,178549.0,A1,deck525010,A2,deck902884,1
78616,178617.0,A1,deck565877,A2,deck702239,1
78777,178778.0,A1,deck565877,A2,deck126998,0
78805,178806.0,A1,deck964828,A2,deck578264,0
78876,178877.0,A1,deck565877,A2,deck912030,0
78903,178904.0,A1,deck631867,A2,deck953788,0
78956,178957.0,A1,deck743088,A2,deck707709,0
78962,178963.0,A1,deck952629,A2,deck952629,0
78964,178965.0,A1,deck989685,A2,deck126998,1
78966,178967.0,A1,deck743088,A2,deck578264,0
78967,178968.0,A1,deck302164,A2,deck361428,1
79077,179078.0,A1,deck371776,A2,deck814743,1
79112,179113.0,A1,deck578264,A2,deck295052,1
79123,179124.0,A1,deck599712,A2,deck912030,1
79161,179162.0,A1,deck631867,A2,deck814743,0
79215,179216.0,A1,deck458651,A2,deck455144,0
79245,179246.0,A1,deck956742,A2,deck834253,1
79250,179251.0,A1,deck455144,A2,deck224532,1
79256,179257.0,A1,deck366025,A2,deck707709,0
79388,179389.0,A1,deck411629,A2,deck290069,1
79394,179395.0,A1,deck989685,A2,deck702239,1
79485,179486.0,A1,deck126998,A2,deck126998,1
79514,179515.0,A1,deck126998,A2,deck337123,0
79545,179546.0,A1,deck799024,A2,deck366025,1
79565,179566.0,A1,deck953788,A2,deck308276,1
79591,179592.0,A1,deck224532,A2,deck809243,0
79598,179599.0,A1,deck702239,A2,deck783787,0
79617,179618.0,A1,deck667883,A2,deck912030,0
79629,179630.0,A1,deck739870,A2,deck989685,1
79734,179735.0,A1,deck736134,A2,deck550173,0
79801,179802.0,A1,deck308276,A2,deck302164,0
79823,179824.0,A1,deck924291,A2,deck681935,1
79824,179825.0,A1,deck151327,A2,deck847742,1
79848,179849.0,A1,deck986212,A2,deck380059,0
79853,179854.0,A1,deck434733,A2,deck126998,1
79899,179900.0,A1,deck681935,A2,deck391141,0
79920,179921.0,A1,deck679959,A2,deck648089,1
79999,180000.0,A1,deck525010,A2,deck380067,1
80036,180037.0,A1,deck902884,A2,deck986078,1
80045,180046.0,A1,deck565877,A2,deck952629,0
80074,180075.0,A1,deck814743,A2,deck525010,0
80173,180174.0,A1,deck924291,A2,deck979479,1
80205,180206.0,A1,deck361428,A2,deck651132,1
80230,180231.0,A1,deck822100,A2,deck434733,0
80251,180252.0,A1,deck361428,A2,deck809243,0
80268,180269.0,A1,deck197966,A2,deck302164,1
80327,180328.0,A1,deck525010,A2,deck332728,0
80338,180339.0,A1,deck953788,A2,deck924291,0
80378,180379.0,A1,deck912030,A2,deck664916,0
80404,180405.0,A1,deck374740,A2,deck989685,0
80410,180411.0,A1,deck525929,A2,deck902884,1
80501,180502.0,A1,deck757429,A2,deck716913,0
80599,180600.0,A1,deck197966,A2,deck964828,1
80603,180604.0,A1,deck578264,A2,deck743088,0
80683,180684.0,A1,deck550173,A2,deck605555,0
80739,180740.0,A1,deck615660,A2,deck783787,1
80744,180745.0,A1,deck702239,A2,deck651132,0
80752,180753.0,A1,deck664916,A2,deck952629,1
80765,180766.0,A1,deck631867,A2,deck615660,0
80799,180800.0,A1,deck374740,A2,deck762510,1
80809,180810.0,A1,deck290069,A2,deck599712,0
80810,180811.0,A1,deck126998,A2,deck337123,1
80811,180812.0,A1,deck679959,A2,deck295052,1
80830,180831.0,A1,deck483519,A2,deck780948,0
80833,180834.0,A1,deck757429,A2,deck743088,0
80847,180848.0,A1,deck739870,A2,deck664916,0
80869,180870.0,A1,deck308276,A2,deck664916,1
80900,180901.0,A1,deck648089,A2,deck151327,0
80954,180955.0,A1,deck224532,A2,deck814743,0
80997,180998.0,A1,deck989685,A2,deck126998,1
81045,181046.0,A1,deck986212,A2,deck308276,0
81046,181047.0,A1,deck716913,A2,deck979479,0
81088,181089.0,A1,deck391141,A2,deck366025,0
81121,181122.0,A1,deck366025,A2,deck599712,1
81153,181154.0,A1,deck361428,A2,deck964828,1
81170,181171.0,A1,deck989685,A2,deck525929,1
81193,181194.0,A1,deck739870,A2,deck418344,1
81240,181241.0,A1,deck366025,A2,deck361428,0
81246,181247.0,A1,deck902884,A2,deck847742,0
81379,181380.0,A1,deck902884,A2,deck418344,0
81405,181406.0,A1,deck434733,A2,deck197966,0
81408,181409.0,A1,deck411629,A2,deck550173,0
81447,181448.0,A1,deck707709,A2,deck455144,0
81485,181486.0,A1,deck295052,A2,deck631867,0
81493,181494.0,A1,deck631867,A2,deck525010,0
81496,181497.0,A1,deck308276,A2,deck411629,1
81613,181614.0,A1,deck302164,A2,deck783787,0
81890,181891.0,A1,deck411629,A2,deck605555,0
81923,181924.0,A1,deck434733,A2,deck814743,0
81981,181982.0,A1,deck361428,A2,deck834253,0
81993,181994.0,A1,deck380059,A2,deck736134,1
82073,182074.0,A1,deck418344,A2,deck126998,1
82095,182096.0,A1,deck929572,A2,deck847742,1
82160,182161.0,A1,deck664916,A2,deck380059,0
82167,182168.0,A1,deck631867,A2,deck391141,1
82168,182169.0,A1,deck337123,A2,deck302164,1
82223,182224.0,A1,deck822100,A2,deck525010,1
82280,182281.0,A1,deck902884,A2,deck739870,0
82282,182283.0,A1,deck337123,A2,deck371776,0
82364,182365.0,A1,deck550173,A2,deck631867,0
82449,182450.0,A1,deck964828,A2,deck743088,1
82456,182457.0,A1,deck197966,A2,deck290069,1
82483,182484.0,A1,deck337123,A2,deck578264,0
82529,182530.0,A1,deck902884,A2,deck809243,1
82677,182678.0,A1,deck151327,A2,deck707709,1
82708,182709.0,A1,deck912030,A2,deck757429,1
82750,182751.0,A1,deck380067,A2,deck743088,0
82756,182757.0,A1,deck224532,A2,deck578264,0
82763,182764.0,A1,deck380067,A2,deck953788,0
82780,182781.0,A1,deck953788,A2,deck953788,0
82802,182803.0,A1,deck979479,A2,deck155445,1
82902,182903.0,A1,deck578264,A2,deck648089,1
82903,182904.0,A1,deck332728,A2,deck380059,1
82935,182936.0,A1,deck762510,A2,deck374740,0
82939,182940.0,A1,deck736134,A2,deck822100,0
82980,182981.0,A1,deck380059,A2,deck337123,1
82989,182990.0,A1,deck783787,A2,deck550173,0
83039,183040.0,A1,deck834253,A2,deck912030,0
83043,183044.0,A1,deck337123,A2,deck664916,1
83149,183150.0,A1,deck964828,A2,deck224532,1
83204,183205.0,A1,deck380067,A2,deck380067,1
83273,183274.0,A1,deck411629,A2,deck155445,1
83361,183362.0,A1,deck631867,A2,deck197966,0
83419,183420.0,A1,deck565877,A2,deck525010,1
83429,183430.0,A1,deck814743,A2,deck565877,0
83447,183448.0,A1,deck814743,A2,deck631867,0
83502,183503.0,A1,deck743088,A2,deck736134,0
83529,183530.0,A1,deck525929,A2,deck783787,0
83597,183598.0,A1,deck380067,A2,deck126998,0
83639,183640.0,A1,deck455144,A2,deck986212,0
83641,183642.0,A1,deck736134,A2,deck762510,1
83668,183669.0,A1,deck780948,A2,deck605555,0
83675,183676.0,A1,deck783787,A2,deck956742,1
83715,183716.0,A1,deck151327,A2,deck380067,1
83717,183718.0,A1,deck578264,A2,deck743088,0
83724,183725.0,A1,deck716913,A2,deck799024,0
83738,183739.0,A1,deck664916,A2,deck126998,1
83783,183784.0,A1,deck565877,A2,deck615660,1
83876,183877.0,A1,deck757429,A2,deck599712,1
83940,183941.0,A1,deck525010,A2,deck902884,0
83972,183973.0,A1,deck651132,A2,deck902884,1
84017,184018.0,A1,deck912030,A2,deck743088,0
84038,184039.0,A1,deck822100,A2,deck366025,1
84061,184062.0,A1,deck332728,A2,deck126998,1
84186,184187.0,A1,deck953788,A2,deck434733,0
84223,184224.0,A1,deck681935,A2,deck929572,0
84289,184290.0,A1,deck578264,A2,deck126998,0
84327,184328.0,A1,deck814743,A2,deck151327,0
84433,184434.0,A1,deck391141,A2,deck902884,0
84445,184446.0,A1,deck599712,A2,deck155445,1
84475,184476.0,A1,deck380059,A2,deck374740,0
84485,184486.0,A1,deck380067,A2,deck332728,1
84510,184511.0,A1,deck822100,A2,deck371776,0
84529,184530.0,A1,deck648089,A2,deck197966,0
84634,184635.0,A1,deck374740,A2,deck979479,1
84670,184671.0,A1,deck799024,A2,deck337123,1
84738,184739.0,A1,deck809243,A2,deck483519,0
84760,184761.0,A1,deck434733,A2,deck902884,0
84833,184834.0,A1,deck483519,A2,deck455144,1
84836,184837.0,A1,deck361428,A2,deck809243,1
84851,184852.0,A1,deck956742,A2,deck707709,1
84864,184865.0,A1,deck631867,A2,deck126998,0
84942,184943.0,A1,deck762510,A2,deck361428,1
84953,184954.0,A1,deck986212,A2,deck455144,0
84986,184987.0,A1,deck814743,A2,deck757429,1
84994,184995.0,A1,deck391141,A2,deck151327,0
85024,185025.0,A1,deck780948,A2,deck667883,0
85067,185068.0,A1,deck599712,A2,deck371776,1
85075,185076.0,A1,deck736134,A2,deck979479,0
85096,185097.0,A1,deck418344,A2,deck197966,0
85100,185101.0,A1,deck667883,A2,deck374740,1
85164,185165.0,A1,deck434733,A2,deck929572,0
85279,185280.0,A1,deck664916,A2,deck374740,1
85288,185289.0,A1,deck780948,A2,deck295052,1
85390,185391.0,A1,deck126998,A2,deck332728,1
85468,185469.0,A1,deck648089,A2,deck631867,0
85506,185507.0,A1,deck302164,A2,deck739870,0
85511,185512.0,A1,deck332728,A2,deck929572,1
85527,185528.0,A1,deck799024,A2,deck599712,0
85553,185554.0,A1,deck483519,A2,deck434733,1
85558,185559.0,A1,deck458651,A2,deck924291,0
85571,185572.0,A1,deck151327,A2,deck155445,1
85574,185575.0,A1,deck736134,A2,deck651132,1
85588,185589.0,A1,deck411629,A2,deck155445,0
85593,185594.0,A1,deck411629,A2,deck615660,0
85671,185672.0,A1,deck391141,A2,deck525010,1
85726,185727.0,A1,deck361428,A2,deck455144,1
85730,185731.0,A1,deck912030,A2,deck197966,0
85747,185748.0,A1,deck295052,A2,deck550173,1
85758,185759.0,A1,deck651132,A2,deck702239,1
85824,185825.0,A1,deck952629,A2,deck952629,1
85861,185862.0,A1,deck361428,A2,deck651132,1
85867,185868.0,A1,deck308276,A2,deck783787,0
85869,185870.0,A1,deck707709,A2,deck822100,1
85910,185911.0,A1,deck780948,A2,deck716913,0
85922,185923.0,A1,deck361428,A2,deck458651,1
85964,185965.0,A1,deck664916,A2,deck912030,1
85988,185989.0,A1,deck197966,A2,deck411629,1
85989,185990.0,A1,deck458651,A2,deck702239,0
86020,186021.0,A1,deck290069,A2,deck458651,1
86074,186075.0,A1,deck483519,A2,deck434733,1
86087,186088.0,A1,deck780948,A2,deck739870,0
86099,186100.0,A1,deck418344,A2,deck924291,0
86160,186161.0,A1,deck418344,A2,deck780948,0
86169,186170.0,A1,deck834253,A2,deck847742,1
86182,186183.0,A1,deck337123,A2,deck308276,0
86200,186201.0,A1,deck651132,A2,deck525010,1
86266,186267.0,A1,deck822100,A2,deck989685,1
86307,186308.0,A1,deck953788,A2,deck743088,0
86343,186344.0,A1,deck986212,A2,deck929572,0
86369,186370.0,A1,deck979479,A2,deck374740,1
86375,186376.0,A1,deck434733,A2,deck290069,1
86399,186400.0,A1,deck302164,A2,deck599712,0
86413,186414.0,A1,deck814743,A2,deck707709,1
86426,186427.0,A1,deck631867,A2,deck780948,0
86441,186442.0,A1,deck956742,A2,deck953788,0
86444,186445.0,A1,deck578264,A2,deck126998,0
86500,186501.0,A1,deck739870,A2,deck780948,0
86516,186517.0,A1,deck929572,A2,deck780948,1
86556,186557.0,A1,deck578264,A2,deck707709,0
86600,186601.0,A1,deck924291,A2,deck679959,1
86615,186616.0,A1,deck197966,A2,deck834253,1
86627,186628.0,A1,deck525929,A2,deck361428,0
86643,186644.0,A1,deck736134,A2,deck371776,1
86650,186651.0,A1,deck525929,A2,deck380059,0
86697,186698.0,A2,deck664916,A1,deck912030,0
86749,186750.0,A2,deck337123,A1,deck736134,1
86779,186780.0,A2,deck302164,A1,deck707709,0
86781,186782.0,A2,deck681935,A1,deck736134,1
86785,186786.0,A2,deck550173,A1,deck411629,1
86793,186794.0,A2,deck631867,A1,deck151327,1
86845,186846.0,A2,deck739870,A1,deck814743,0
86847,186848.0,A2,deck799024,A1,deck578264,1
86882,186883.0,A2,deck290069,A1,deck743088,1
86886,186887.0,A2,deck964828,A1,deck834253,0
86902,186903.0,A2,deck783787,A1,deck953788,1
86906,186907.0,A2,deck952629,A1,deck391141,0
86914,186915.0,A2,deck679959,A1,deck651132,1
86926,186927.0,A2,deck458651,A1,deck380059,0
87012,187013.0,A2,deck986212,A1,deck224532,0
87024,187025.0,A2,deck814743,A1,deck155445,1
87054,187055.0,A2,deck434733,A1,deck783787,1
87083,187084.0,A2,deck664916,A1,deck739870,0
87084,187085.0,A2,deck739870,A1,deck757429,0
87089,187090.0,A2,deck366025,A1,deck151327,0
87166,187167.0,A2,deck550173,A1,deck224532,1
87380,187381.0,A2,deck126998,A1,deck814743,1
87475,187476.0,A2,deck924291,A1,deck615660,1
87478,187479.0,A2,deck736134,A1,deck224532,1
87521,187522.0,A2,deck525010,A1,deck736134,0
87524,187525.0,A2,deck550173,A1,deck902884,0
87567,187568.0,A2,deck151327,A1,deck605555,0
87585,187586.0,A2,deck126998,A1,deck952629,1
87603,187604.0,A2,deck337123,A1,deck847742,1
87621,187622.0,A2,deck458651,A1,deck380059,1
87623,187624.0,A2,deck434733,A1,deck458651,0
87653,187654.0,A2,deck924291,A1,deck578264,1
87693,187694.0,A2,deck799024,A1,deck924291,0
87711,187712.0,A2,deck664916,A1,deck814743,0
87741,187742.0,A2,deck525929,A1,deck762510,0
87750,187751.0,A2,deck667883,A1,deck418344,0
87752,187753.0,A2,deck681935,A1,deck929572,0
87762,187763.0,A2,deck151327,A1,deck716913,0
87811,187812.0,A2,deck953788,A1,deck380059,1
87900,187901.0,A2,deck986212,A1,deck361428,0
87917,187918.0,A2,deck924291,A1,deck380067,1
87953,187954.0,A2,deck308276,A1,deck455144,1
87956,187957.0,A2,deck953788,A1,deck565877,0
88016,188017.0,A2,deck302164,A1,deck337123,1
88018,188019.0,A2,deck411629,A1,deck599712,0
88019,188020.0,A2,deck631867,A1,deck739870,1
